RA;Fase;INDE_ATUAL;Pedra Atual;Pedra Passada;Turma;Nome Anonimizado;Data de Nasc;Idade;Gênero;Ano ingresso;Instituição de ensino;INDE_ANTERIOR;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;ANO
RA-247;3;7.221958333;Ametista;Ametista;3B;Aluno-247;11/25/2009;14;Feminino;2021;Pública;7.72;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;8.5;7.5;8.3;;7.2;6.5;6.7;8.3;;;7.5;10;;0;;;;2023
RA-1147;3;7.072983333;Ametista;;3B;Aluno-1147;2009-04-07 00:00:00;14;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;8.3;6.3;7.2;;6.7;5.0;7.5;7.5;;;7.0;5;;-1;;;;2023
RA-336;3;5.887708333;Quartzo;Ágata;3B;Aluno-336;8/28/2009;14;Masculino;2016;Pública;6.787;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;7.5;6.9;7.3;;5.1;6.7;5.2;3.3;;;7.3;5;;-1;;;;2023
RA-346;3;7.305541667;Ametista;Topázio;3B;Aluno-346;2012-12-03 00:00:00;11;Masculino;2022;Pública;8.143;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;9.4;8.1;8.0;;6.2;6.7;5.5;6.5;;;7.8;10;;1;;;;2023
RA-1148;3;7.227866667;Ametista;;3B;Aluno-1148;11/26/2011;12;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;7.9;8.6;3.8;7.5;;5.7;5.7;5.3;6.2;;;7.2;10;;1;;;;2023
RA-1149;3;7.410108333;Ametista;;3C;Aluno-1149;2009-09-06 00:00:00;14;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.8;2.5;8.0;;7.2;6.0;6.8;8.7;;;8.2;5;;-1;;;;2023
RA-1150;3;7.076008333;Ametista;;3C;Aluno-1150;10/15/2007;16;Masculino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.8;2.5;8.0;;6.7;7.0;6.5;6.5;;;7.8;2;;-3;;;;2023
RA-1151;3;7.829958333;Ametista;;3C;Aluno-1151;2011-04-03 00:00:00;12;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;7.5;9.5;2.5;7.7;;8.3;7.3;8.8;8.7;;;7.5;10;;0;;;;2023
RA-359;3;7.627125;Ametista;Ágata;3C;Aluno-359;8/21/2010;13;Feminino;2019;Pública;6.606;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;9.2;2.5;7.7;;5.8;6.0;6.7;4.7;;;8.3;10;;0;;;;2023
RA-360;3;5.790875;Quartzo;Ametista;3C;Aluno-360;4/17/2010;13;Feminino;2019;Pública;7.075;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;7.3;2.5;7.3;;4.3;5.3;4.8;2.8;;;7.4;10;;0;;;;2023
RA-338;3;8.287441667;Topázio;Ágata;3D;Aluno-338;2010-04-08 00:00:00;13;Masculino;2019;Pública;6.837;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.1;7.5;8.6;;6.7;8.7;7.0;4.5;;;8.4;10;;0;;;;2023
RA-339;3;7.377583333;Ametista;Topázio;3D;Aluno-339;2011-01-06 00:00:00;12;Feminino;2019;Pública;8.488;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;8.9;7.5;7.8;;7.1;7.7;5.7;7.8;;;8.3;10;;0;;;;2023
RA-353;3;8.309016667;Topázio;Topázio;3D;Aluno-353;9/27/2011;12;Feminino;2022;Pública;8.264;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;9.9;2.5;7.8;;8.4;8.5;7.3;9.5;;;8.7;10;;0;;;;2023
RA-1153;3;7.968658333;Ametista;;3D;Aluno-1153;6/24/2009;14;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;7.9;10.0;7.5;7.7;;7.2;6.7;7.8;7.0;;;8.6;5;;-1;;;;2023
RA-183;3;7.586241667;Ametista;Ametista;3D;Aluno-183;8/15/2009;14;Feminino;2022;Pública;7.3;;;;4.0;Avaliador-21;;Avaliador-6;;7.9;9.7;2.5;8.0;;7.7;7.0;8.0;8.2;;;8.8;5;;-1;;;;2023
RA-342;3;7.539875;Ametista;Ágata;3D;Aluno-342;7/21/2008;15;Feminino;2021;Pública;6.941;;;;4.0;Avaliador-21;;Avaliador-6;;7.5;8.6;7.5;8.0;;6.6;6.3;7.8;5.7;;;8.5;5;;-2;;;;2023
RA-187;3;7.809875;Ametista;Ametista;3D;Aluno-187;6/28/2010;13;Feminino;2019;Privada - Programa de Apadrinhamento;7.928;;;;4.0;Avaliador-21;;Avaliador-6;;7.5;9.9;2.5;8.0;;6.9;7.3;8.7;4.7;;;8.3;10;;0;;;;2023
RA-347;3;7.61835;Ametista;Ametista;3D;Aluno-347;7/13/2010;13;Feminino;2019;Pública;7.908;;;;4.0;Avaliador-21;;Avaliador-6;;6.7;9.5;2.5;7.8;;7.3;6.7;6.2;9.0;;;7.8;10;;0;;;;2023
RA-1154;3;7.701125;Ametista;;3F;Aluno-1154;5/23/2010;13;Masculino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;9.3;5.6;7.7;;5.1;5.3;5.0;5.0;;;7.7;10;;0;;;;2023
RA-249;3;5.444625;Quartzo;Quartzo;3F;Aluno-249;2008-08-05 00:00:00;15;Masculino;2017;Pública;5.097;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;8.2;5.0;5.2;;4.9;6.2;5.3;3.2;;;6.5;5;;-2;;;;2023
RA-380;3;4.912375;Quartzo;Quartzo;3F;Aluno-380;4/24/2009;14;Masculino;2017;Pública;4.556;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;6.4;2.5;6.7;;4.5;7.0;4.0;2.5;;;6.5;5;;-1;;;;2023
RA-250;3;7.598208333;Ametista;Ametista;3F;Aluno-250;5/30/2010;13;Feminino;2022;Pública;7.958;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;9.3;5.6;8.0;;8.3;7.7;8.8;8.3;;;8.6;10;;0;;;;2023
RA-367;3;7.38685;Ametista;Ágata;3F;Aluno-367;12/27/2010;13;Feminino;2018;Pública;6.95;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;8.7;2.5;7.8;;5.9;7.0;5.5;5.2;;;7.8;10;;0;;;;2023
RA-1155;3;7.821633333;Ametista;;3F;Aluno-1155;2/18/2009;14;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.2;5.6;7.5;;8.0;6.7;8.2;9.0;;;8.3;5;;-1;;;;2023
RA-1156;3;7.340775;Ametista;;3F;Aluno-1156;5/19/2011;12;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.2;2.5;8.0;;5.3;6.2;6.0;3.7;;;7.8;10;;0;;;;2023
RA-368;3;5.796458333;Quartzo;Ágata;3F;Aluno-368;2009-12-10 00:00:00;14;Masculino;2018;Pública;6.969;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;7.7;2.5;7.0;;6.7;5.0;7.2;7.8;;;7.3;5;;-1;;;;2023
RA-387;3;4.794333333;Quartzo;Ágata;3F;Aluno-387;7/20/2009;14;Masculino;2019;Pública;6.323;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;6.8;2.5;6.9;;3.0;4.3;2.8;1.8;;;7.0;5;;-1;;;;2023
RA-388;3;5.630833333;Quartzo;Ágata;3F;Aluno-388;7/14/2008;15;Feminino;2019;Pública;6.654;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;7.4;5.6;6.9;;4.2;6.0;4.3;2.2;;;7.8;5;;-2;;;;2023
RA-374;3;7.533891667;Ametista;Ametista;3F;Aluno-374;9/30/2010;13;Feminino;2021;Privada;7.747;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;8.3;5.6;7.7;;5.4;6.3;6.3;3.7;;;7.9;10;;0;;;;2023
RA-377;3;7.205041667;Ametista;Ágata;3F;Aluno-377;2/25/2010;13;Feminino;2021;Pública;6.743;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;7.6;5.0;7.3;;4.8;6.0;5.7;2.8;;;7.6;10;;0;;;;2023
RA-223;3;5.089833333;Quartzo;Quartzo;3G;Aluno-223;9/15/2009;14;Feminino;2022;Pública;4.966;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;4.5;7.5;7.5;;3.8;5.5;4.0;1.8;;;7.2;5;;-1;;;;2023
RA-236;3;7.337116667;Ametista;Ametista;3G;Aluno-236;6/21/2010;13;Feminino;2022;Pública;7.11;;;;4.0;Avaliador-21;;Avaliador-6;;10.0;7.5;7.5;7.2;;4.5;6.3;4.0;3.3;;;7.3;10;;0;;;;2023
RA-381;3;5.758041667;Quartzo;Ágata;3G;Aluno-381;2009-02-03 00:00:00;14;Masculino;2018;Pública;6.454;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;8.4;6.9;7.3;;3.9;5.3;5.3;1.2;;;6.8;5;;-1;;;;2023
RA-364;3;7.734891667;Ametista;Topázio;3G;Aluno-364;2011-02-10 00:00:00;12;Masculino;2019;Pública;8.75;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;9.0;6.9;7.0;;5.8;8.0;5.2;4.3;;;7.5;10;;0;;;;2023
RA-383;3;7.5408;Ametista;Topázio;3G;Aluno-383;1/20/2011;12;Masculino;2019;Pública;8.4;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;8.8;3.1;7.5;;6.5;6.3;6.2;7.0;;;7.5;10;;0;;;;2023
RA-1157;3;7.086633333;Ametista;;3G;Aluno-1157;8/24/2009;14;Masculino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;8.8;6.3;7.5;;5.7;5.0;6.3;5.7;;;7.0;5;;-1;;;;2023
RA-386;3;5.758425;Quartzo;Ágata;3G;Aluno-386;2009-02-09 00:00:00;14;Masculino;2019;Pública;6.104;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;7.0;2.5;7.0;;3.3;5.0;3.7;1.2;;;6.6;5;;-1;;;;2023
RA-260;3;8.080008333;Topázio;Ametista;3G;Aluno-260;2009-05-11 00:00:00;14;Feminino;2019;Pública;7.44;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.9;7.5;7.3;;6.1;6.3;5.2;6.7;;;7.4;10;;0;;;;2023
RA-1159;3;5.913883333;Quartzo;;3I;Aluno-1159;2010-03-12 00:00:00;13;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;5.8;6.6;2.5;7.2;;3.1;5.2;1.5;2.5;;;7.1;10;;0;;;;2023
RA-1161;3;7.317791667;Ametista;;3I;Aluno-1161;2010-04-07 00:00:00;13;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;6.3;8.1;2.5;8.3;;6.3;7.3;6.5;5.2;;;8.6;10;;0;;;;2023
RA-395;3;7.469175;Ametista;Ametista;3I;Aluno-395;3/19/2011;12;Feminino;2018;Pública;7.683;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;8.6;2.5;8.0;;6.0;6.7;5.3;6.0;;;7.9;10;;0;;;;2023
RA-465;3;8.012875;Topázio;Ametista;3K;Aluno-465;2011-07-06 00:00:00;12;Masculino;2019;Pública;8.012;;;;4.0;Avaliador-21;;Avaliador-6;;7.5;9.4;2.5;8.0;;8.5;8.3;8.2;9.0;;;8.2;10;;0;;;;2023
RA-300;3;5.616691667;Quartzo;Quartzo;3K;Aluno-300;3/19/2008;15;Masculino;2022;Pública;5.557;;;;4.0;Avaliador-21;;Avaliador-6;;5.0;7.5;2.5;6.4;;4.5;4.5;5.3;3.8;;;6.6;5;;-2;;;;2023
RA-468;3;5.911108333;Quartzo;Ágata;3K;Aluno-468;2009-02-05 00:00:00;14;Masculino;2022;Pública;6.313;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;6.0;6.3;7.3;;3.4;4.8;3.0;2.3;;;6.7;5;;-1;;;;2023
RA-1162;3;7.44215;Ametista;;3K;Aluno-1162;11/27/2009;14;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;8.5;3.8;7.8;;6.0;7.3;5.5;5.2;;;7.8;10;;0;;;;2023
RA-474;3;5.283583333;Quartzo;Ágata;3K;Aluno-474;8/19/2009;14;Masculino;2019;Pública;6.446;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;7.8;5.0;7.2;;3.3;4.8;3.8;1.2;;;6.8;5;;-1;;;;2023
RA-411;3;7.779983333;Ametista;Ametista;3L;Aluno-411;5/13/2010;13;Feminino;2019;Privada;7.232;;;;4.0;Avaliador-21;;Avaliador-6;;6.2;9.0;7.5;7.8;;6.6;5.7;6.7;7.3;;;7.5;10;;0;;;;2023
RA-412;3;7.373891667;Ametista;Ametista;3L;Aluno-412;4/26/2010;13;Feminino;2018;Pública;7.556;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;8.9;2.5;7.0;;6.2;5.8;5.2;7.7;;;7.6;10;;0;;;;2023
RA-414;3;7.25025;Ametista;Ametista;3L;Aluno-414;10/24/2010;13;Feminino;2021;Pública;7.284;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;9.5;7.5;7.8;;6.5;6.0;7.0;6.5;;;7.6;10;;0;;;;2023
RA-415;3;7.18805;Ametista;Ametista;3L;Aluno-415;5/17/2011;12;Feminino;2019;Pública;7.695;;;;4.0;Avaliador-21;;Avaliador-6;;7.1;8.2;7.5;7.8;;3.7;2.8;4.0;4.3;;;7.8;10;;0;;;;2023
RA-1163;3;7.749391667;Ametista;;3L;Aluno-1163;7/24/2009;14;Masculino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;9.3;7.5;7.7;;7.2;7.0;6.7;8.0;;;7.8;5;;-1;;;;2023
RA-416;3;8.144425;Topázio;Ametista;3L;Aluno-416;8/31/2010;13;Masculino;2018;Privada - Programa de Apadrinhamento;7.913;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.8;2.5;8.3;;7.6;7.0;7.0;8.8;;;8.3;10;;0;;;;2023
RA-417;3;8.257658333;Topázio;Topázio;3L;Aluno-417;2009-04-12 00:00:00;14;Feminino;2022;Pública;8.428;;;;4.0;Avaliador-21;;Avaliador-6;;5.4;9.7;7.5;8.3;;7.8;6.7;8.3;8.3;;;8.2;10;;0;;;;2023
RA-418;3;8.1686;Topázio;Topázio;3L;Aluno-418;2012-09-03 00:00:00;11;Feminino;2020;Privada - Programa de Apadrinhamento;8.175;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;10.0;2.5;8.1;;8.1;6.7;8.3;9.3;;;8.0;10;;1;;;;2023
RA-419;3;7.7261;Ametista;Ametista;3L;Aluno-419;2010-04-10 00:00:00;13;Feminino;2019;Privada - Programa de Apadrinhamento;7.359;;;;4.0;Avaliador-21;;Avaliador-6;;6.7;9.5;2.5;8.1;;7.6;7.0;7.3;8.5;;;7.9;10;;0;;;;2023
RA-421;3;8.030716667;Topázio;Topázio;3L;Aluno-421;2011-11-02 00:00:00;12;Masculino;2021;Pública;8.717;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.9;2.5;7.8;;7.3;8.0;6.2;7.8;;;8.2;10;;0;;;;2023
RA-407;3;7.665083333;Ametista;Ametista;3L;Aluno-407;7/16/2009;14;Masculino;2022;Pública;7.195;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;8.6;7.5;7.8;;7.3;7.3;7.2;7.3;;;7.5;5;;-1;;;;2023
RA-425;3;8.10555;Topázio;Topázio;3L;Aluno-425;1/21/2010;13;Masculino;2022;Pública;8.117;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.9;2.5;7.8;;7.5;6.7;7.3;8.5;;;8.4;10;;0;;;;2023
RA-430;3;7.146716667;Ametista;Ametista;3M;Aluno-430;5/14/2009;14;Masculino;2022;Pública;7.585;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.3;2.5;7.8;;6.4;7.3;5.5;6.5;;;7.8;5;;-1;;;;2023
RA-1165;3;7.880716667;Ametista;;3M;Aluno-1165;6/17/2011;12;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.1;5.0;7.2;;7.3;7.0;6.0;9.0;;;7.3;10;;0;;;;2023
RA-303;3;5.914291667;Quartzo;Ágata;3M;Aluno-303;3/29/2008;15;Masculino;2019;Pública;6.03;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;7.3;7.5;7.7;;5.1;5.7;5.2;4.5;;;7.0;5;;-2;;;;2023
RA-420;3;7.356358333;Ametista;Ametista;3M;Aluno-420;2011-03-04 00:00:00;12;Feminino;2019;Privada - Programa de Apadrinhamento;7.461;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.3;2.5;7.7;;5.3;5.7;5.8;4.3;;;8.0;10;;0;;;;2023
RA-1166;3;7.307858333;Ametista;;3M;Aluno-1166;10/23/2008;15;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.6;7.5;7.7;;4.8;5.3;2.8;6.2;;;7.9;5;;-2;;;;2023
RA-424;3;7.72685;Ametista;Ametista;3M;Aluno-424;2010-09-05 00:00:00;13;Feminino;2022;Pública;7.94;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;9.9;2.5;7.8;;6.4;5.0;6.7;7.5;;;7.8;10;;0;;;;2023
RA-398;3;7.153766667;Ametista;Ametista;3N;Aluno-398;2012-06-01 00:00:00;11;Feminino;2022;Pública;7.742;;;;4.0;Avaliador-21;;Avaliador-6;;6.7;8.1;2.5;7.5;;6.5;9.3;5.8;4.5;;;7.8;10;;1;;;;2023
RA-399;3;7.000033333;Ametista;Ágata;3N;Aluno-399;2010-03-01 00:00:00;13;Feminino;2022;Pública;6.58;;;;4.0;Avaliador-21;;Avaliador-6;;7.9;8.2;2.5;7.5;;4.7;5.0;4.2;4.8;;;8.2;10;;0;;;;2023
RA-428;3;7.821816667;Ametista;Ametista;3N;Aluno-428;2009-07-12 00:00:00;14;Masculino;2022;Pública;7.683;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.5;2.5;7.8;;7.2;9.3;4.7;7.7;;;8.0;10;;0;;;;2023
RA-315;3;5.977708333;Quartzo;Quartzo;3N;Aluno-315;2009-03-04 00:00:00;14;Feminino;2022;Pública;5.672;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;6.8;5.0;8.0;;6.3;5.7;6.8;6.3;;;7.8;5;;-1;;;;2023
RA-1168;3;5.886625;Quartzo;;3N;Aluno-1168;3/26/2010;13;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;8.8;2.5;7.7;;3.5;5.0;2.0;3.5;;;7.0;10;;0;;;;2023
RA-457;3;8.256833333;Topázio;Ametista;3N;Aluno-457;7/23/2010;13;Feminino;2022;Pública;7.68;;;;4.0;Avaliador-21;;Avaliador-6;;7.5;8.6;7.5;8.1;;8.1;6.7;8.5;9.0;;;8.0;10;;0;;;;2023
RA-283;3;7.549025;Ametista;Ametista;3N;Aluno-283;6/27/2008;15;Masculino;2020;Pública;7.131;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.5;7.5;7.0;;6.8;6.8;4.8;8.8;;;7.5;5;;-2;;;;2023
RA-459;3;8.240016667;Topázio;Ametista;3N;Aluno-459;4/20/2010;13;Masculino;2019;Pública;7.28;;;;4.0;Avaliador-21;;Avaliador-6;;6.7;9.3;7.5;7.2;;8.3;8.3;9.2;7.5;;;7.9;10;;0;;;;2023
RA-454;3;4.603416667;Quartzo;Quartzo;3P;Aluno-454;9/18/2008;15;Masculino;2018;Pública;5.561;;;;4.0;Avaliador-32;;Avaliador-6;;0.0;7.5;5.0;4.7;;2.6;4.2;1.2;2.5;;;5.5;5;;-2;;;;2023
RA-444;3;5.958791667;Quartzo;Ágata;3P;Aluno-444;12/15/2011;12;Masculino;2018;Pública;6.665;;;;4.0;Avaliador-32;;Avaliador-6;;0.0;7.9;5.0;6.4;;4.7;4.7;5.8;3.7;;;6.5;10;;1;;;;2023
RA-170;3;7.062433333;Ametista;Ágata;3P;Aluno-170;10/23/2008;15;Feminino;2018;Privada - Programa de Apadrinhamento;7.007;;;;4.0;Avaliador-32;;Avaliador-6;;8.8;8.9;2.5;6.9;;7.2;6.3;8.7;6.5;;;7.7;5;;-2;;;;2023
RA-1169;3;7.213625;Ametista;;3P;Aluno-1169;2009-05-01 00:00:00;14;Feminino;2023;Pública;;;;;4.0;Avaliador-32;;Avaliador-6;;7.5;9.5;5.0;7.0;;6.3;6.8;7.3;4.8;;;8.0;5;;-1;;;;2023
RA-1171;3;7.856033333;Ametista;;3P;Aluno-1171;4/24/2009;14;Masculino;2023;Pública;;;;;4.0;Avaliador-32;;Avaliador-6;;7.9;8.4;5.0;8.8;;8.7;7.3;9.0;9.7;;;8.9;5;;-1;;;;2023
RA-449;3;7.396508333;Ametista;Ágata;3P;Aluno-449;12/18/2010;13;Feminino;2022;Pública;6.143;;;;4.0;Avaliador-32;;Avaliador-6;;7.1;7.2;7.5;7.3;;7.0;5.5;7.7;7.7;;;6.8;10;;0;;;;2023
RA-176;4;8.316833333;Topázio;Topázio;4A;Aluno-176;8/28/2009;14;Feminino;2018;Privada - Programa de Apadrinhamento;8.427;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;9.5;2.5;8.1;;8.0;7.3;7.3;9.3;;;9.0;10;;0;;;;2023
RA-178;4;7.406658333;Ametista;Ágata;4A;Aluno-178;2009-05-10 00:00:00;14;Feminino;2016;Privada - Programa de Apadrinhamento;7.025;;;;4.0;Avaliador-21;;Avaliador-6;;7.9;8.7;2.5;7.7;;5.9;6.3;5.8;5.5;;;8.4;10;;0;;;;2023
RA-193;4;7.718566667;Ametista;Topázio;4A;Aluno-193;2/17/2010;13;Masculino;2016;Privada - Programa de Apadrinhamento;8.155;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.4;2.5;8.1;;6.5;6.0;6.3;7.3;;;8.2;10;;1;;;;2023
RA-1172;4;7.030108333;Ametista;;4A;Aluno-1172;8/27/2007;16;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;7.8;2.5;8.6;;6.7;6.0;5.7;8.3;;;8.5;5;;-2;;;;2023
RA-180;4;8.283216667;Topázio;Topázio;4A;Aluno-180;9/22/2010;13;Masculino;2018;Privada - Programa de Apadrinhamento;8.442;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.4;2.5;8.4;;8.0;8.3;7.3;8.5;;;8.9;10;;1;;;;2023
RA-181;4;7.671208333;Ametista;Topázio;4A;Aluno-181;2009-01-03 00:00:00;14;Feminino;2019;Privada - Programa de Apadrinhamento;8.623;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;8.3;2.5;8.0;;6.8;8.3;6.5;5.5;;;8.3;10;;0;;;;2023
RA-195;4;7.60205;Ametista;Ametista;4A;Aluno-195;2009-12-10 00:00:00;14;Feminino;2017;Privada - Programa de Apadrinhamento;8.017;;;;4.0;Avaliador-21;;Avaliador-6;;7.1;9.2;2.5;8.4;;6.0;6.3;6.2;5.5;;;8.8;10;;0;;;;2023
RA-196;4;7.560991667;Ametista;Topázio;4A;Aluno-196;1/23/2010;13;Masculino;2018;Privada - Programa de Apadrinhamento;8.124;;;;4.0;Avaliador-21;;Avaliador-6;;7.9;9.0;2.5;8.3;;6.2;7.0;6.0;5.7;;;8.2;10;;1;;;;2023
RA-211;4;8.024791667;Topázio;Topázio;4A;Aluno-211;6/15/2009;14;Masculino;2021;Privada - Programa de Apadrinhamento;8.465;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;9.4;2.5;7.7;;7.1;7.7;8.0;5.7;;;8.7;10;;0;;;;2023
RA-197;4;7.967608333;Ametista;Topázio;4A;Aluno-197;12/19/2009;14;Feminino;2021;Privada - Programa de Apadrinhamento;8.218;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.8;2.5;8.0;;7.2;7.0;7.3;7.2;;;8.5;10;;1;;;;2023
RA-229;4;8.207591667;Topázio;Topázio;4A;Aluno-229;2010-09-04 00:00:00;13;Masculino;2022;Privada - Programa de Apadrinhamento;8.62;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;9.8;2.5;8.3;;7.8;8.0;8.2;7.3;;;8.4;10;;1;;;;2023
RA-186;4;7.817541667;Ametista;Ametista;4A;Aluno-186;2009-10-07 00:00:00;14;Feminino;2019;Privada;7.832;;;;4.0;Avaliador-21;;Avaliador-6;;7.5;9.7;2.5;8.0;;6.9;6.8;7.0;7.0;;;8.5;10;;0;;;;2023
RA-189;4;7.727325;Ametista;Ametista;4A;Aluno-189;12/23/2008;15;Masculino;2018;Privada - Programa de Apadrinhamento;7.629;;;;4.0;Avaliador-21;;Avaliador-6;;7.9;9.4;2.5;8.3;;6.5;6.3;6.5;6.7;;;8.4;10;;0;;;;2023
RA-191;4;7.263666667;Ametista;Topázio;4A;Aluno-191;5/21/2009;14;Masculino;2019;Privada - Programa de Apadrinhamento;8.74;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;9.7;2.5;8.1;;7.8;8.7;7.0;7.8;;;8.5;10;;0;;;;2023
RA-1173;4;7.67285;Ametista;;4A;Aluno-1173;5/31/2009;14;Masculino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;9.7;2.5;7.8;;6.0;7.0;5.0;6.0;;;8.1;10;;0;;;;2023
RA-1174;4;7.333591667;Ametista;;4B;Aluno-1174;10/19/2008;15;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;8.7;2.5;8.9;;6.8;6.5;7.2;6.8;;;8.3;5;;-1;;;;2023
RA-184;4;8.430241667;Topázio;Ametista;4B;Aluno-184;3/27/2010;13;Masculino;2019;Pública;7.28;;;;4.0;Avaliador-21;;Avaliador-6;;7.9;9.5;7.5;8.6;;7.1;7.3;6.3;7.8;;;8.5;10;;1;;;;2023
RA-200;4;5.661166667;Quartzo;Quartzo;4B;Aluno-200;7/14/2007;16;Masculino;2018;Privada - Programa de Apadrinhamento;5.705;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;4.5;2.5;7.5;;4.3;4.3;4.2;4.5;;;7.2;5;;-2;;;;2023
RA-1175;4;5.939858333;Quartzo;;4B;Aluno-1175;2006-03-08 00:00:00;17;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;5.3;2.5;7.7;;6.3;6.3;6.3;6.2;;;7.6;2;;-3;;;;2023
RA-204;4;7.557558333;Ametista;Ágata;4B;Aluno-204;2009-08-08 00:00:00;14;Feminino;2019;Pública;6.943;;;;4.0;Avaliador-21;;Avaliador-6;;8.8;7.9;2.5;8.3;;7.1;4.7;8.0;8.5;;;8.0;10;;0;;;;2023
RA-1176;4;8.881483333;Topázio;;4B;Aluno-1176;5/23/2010;13;Masculino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;8.3;9.3;7.5;9.7;;8.2;8.0;7.8;8.7;;;9.2;10;;1;;;;2023
RA-1177;4;8.345491667;Topázio;;4B;Aluno-1177;11/15/2008;15;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;10.0;9.9;2.5;8.9;;7.2;7.0;6.7;8.0;;;8.9;10;;0;;;;2023
